index,value
1960-12-15,56.68
1960-12-16,57.2
1960-12-19,57.13
1960-12-20,57.09
1960-12-21,57.55
1960-12-22,57.39
1960-12-23,57.44
1960-12-27,57.52
1960-12-28,57.78
1960-12-29,58.05
1960-12-30,58.11
1961-01-03,57.57
1961-01-04,58.36
1961-01-05,58.57
1961-01-06,58.48
1961-01-09,58.81
1961-01-10,58.97
1961-01-11,59.14
1961-01-12,59.32
1961-01-13,59.6
1961-01-16,59.58
1961-01-17,59.34
1961-01-18,59.68
1961-01-19,59.77
1961-01-20,59.96
1961-01-23,60.29
1961-01-24,60.45
1961-01-25,60.53
1961-01-26,60.62
1961-01-27,61.24
1961-01-30,61.97
1961-01-31,61.78
1961-02-01,61.9
1961-02-02,62.3
1961-02-03,62.22
1961-02-06,61.76
1961-02-07,61.65
1961-02-08,62.21
1961-02-09,62.02
1961-02-10,61.5
1961-02-13,61.14
1961-02-14,61.41
1961-02-15,61.92
1961-02-16,62.3
1961-02-17,62.1
1961-02-20,62.32
1961-02-21,62.34
1961-02-23,62.59
1961-02-24,62.84
1961-02-27,63.3
1961-02-28,63.44
1961-03-01,63.43
1961-03-02,63.85
1961-03-03,63.95
1961-03-06,64.05
1961-03-07,63.47
1961-03-08,63.44
1961-03-09,63.5
1961-03-10,63.48
1961-03-13,63.66
1961-03-14,63.38
1961-03-15,63.57
1961-03-16,64.21
1961-03-17,64.6
1961-03-20,64.86
1961-03-21,64.74
1961-03-22,64.7
1961-03-23,64.53
1961-03-24,64.42
1961-03-27,64.35
1961-03-28,64.38
1961-03-29,64.93
1961-03-30,65.06
1961-03-31,65.06
1961-04-03,65.6
1961-04-04,65.66
1961-04-05,65.46
1961-04-06,65.61
1961-04-07,65.96
1961-04-10,66.53
1961-04-11,66.62
1961-04-12,66.31
1961-04-13,66.26
1961-04-14,66.37
1961-04-17,66.68
1961-04-18,66.2
1961-04-19,65.81
1961-04-20,65.82
1961-04-21,65.77
1961-04-24,64.4
1961-04-25,65.3
1961-04-26,65.55
1961-04-27,65.46
1961-04-28,65.31
1961-05-01,65.17
1961-05-02,65.64
1961-05-03,66.18
1961-05-04,66.44
1961-05-05,66.52
1961-05-08,66.41
1961-05-09,66.47
1961-05-10,66.41
1961-05-11,66.39
1961-05-12,66.45
1961-05-15,66.83
1961-05-16,67.08
1961-05-17,67.39
1961-05-18,66.99
1961-05-19,67.27
1961-05-22,66.85
1961-05-23,66.68
1961-05-24,66.26
1961-05-25,66.01
1961-05-26,66.43
1961-05-31,66.56
1961-06-01,66.56
1961-06-02,66.73
1961-06-05,67.08
1961-06-06,66.89
1961-06-07,66.64
1961-06-08,66.67
1961-06-09,66.66
1961-06-12,66.15
1961-06-13,65.8
1961-06-14,65.98
1961-06-15,65.69
1961-06-16,65.18
1961-06-19,64.58
1961-06-20,65.15
1961-06-21,65.14
1961-06-22,64.9
1961-06-23,65.16
1961-06-26,64.47
1961-06-27,64.47
1961-06-28,64.59
1961-06-29,64.52
1961-06-30,64.64
1961-07-03,65.21
1961-07-05,65.63
1961-07-06,65.81
1961-07-07,65.77
1961-07-10,65.71
1961-07-11,65.69
1961-07-12,65.32
1961-07-13,64.86
1961-07-14,65.28
1961-07-17,64.79
1961-07-18,64.41
1961-07-19,64.7
1961-07-20,64.71
1961-07-21,64.86
1961-07-24,64.87
1961-07-25,65.23
1961-07-26,65.84
1961-07-27,66.61
1961-07-28,66.71
1961-07-31,66.76
1961-08-01,67.37
1961-08-02,66.94
1961-08-03,67.29
1961-08-04,67.68
1961-08-07,67.67
1961-08-08,67.82
1961-08-09,67.74
1961-08-10,67.95
1961-08-11,68.06
1961-08-14,67.72
1961-08-15,67.55
1961-08-16,67.73
1961-08-17,68.11
1961-08-18,68.29
1961-08-21,68.43
1961-08-22,68.44
1961-08-23,67.98
1961-08-24,67.59
1961-08-25,67.67
1961-08-28,67.7
1961-08-29,67.55
1961-08-30,67.81
1961-08-31,68.07
1961-09-01,68.19
1961-09-05,67.96
1961-09-06,68.46
1961-09-07,68.35
1961-09-08,67.88
1961-09-11,67.28
1961-09-12,67.96
1961-09-13,68.01
1961-09-14,67.53
1961-09-15,67.65
1961-09-18,67.21
1961-09-19,66.68
1961-09-20,66.96
1961-09-21,66.99
1961-09-22,66.72
1961-09-25,65.77
1961-09-26,65.78
1961-09-27,66.47
1961-09-28,66.58
1961-09-29,66.73
1961-10-02,66.77
1961-10-03,66.73
1961-10-04,67.18
1961-10-05,67.77
1961-10-06,67.97
1961-10-09,67.94
1961-10-10,68.11
1961-10-11,68.17
1961-10-12,68.16
1961-10-13,68.04
1961-10-16,67.85
1961-10-17,67.87
1961-10-18,68.21
1961-10-19,68.45
1961-10-20,68.48
1961-10-23,68.06
1961-10-24,67.98
1961-10-25,68.34
1961-10-26,68.46
1961-10-27,68.34
1961-10-30,68.42
1961-10-31,68.62
1961-11-01,68.73
1961-11-02,69.11
1961-11-03,69.47
1961-11-06,70.01
1961-11-08,70.87
1961-11-09,70.77
1961-11-10,71.07
1961-11-13,71.27
1961-11-14,71.66
1961-11-15,71.67
1961-11-16,71.62
1961-11-17,71.62
1961-11-20,71.72
1961-11-21,71.78
1961-11-22,71.7
1961-11-24,71.84
1961-11-27,71.85
1961-11-28,71.75
1961-11-29,71.7
1961-11-30,71.32
1961-12-01,71.18
1961-12-04,72.01
1961-12-05,71.93
1961-12-06,71.99
1961-12-07,71.7
1961-12-08,72.04
1961-12-11,72.39
1961-12-12,72.64
1961-12-13,72.53
1961-12-14,71.98
1961-12-15,72.01
1961-12-18,71.76
1961-12-19,71.26
1961-12-20,71.12
1961-12-21,70.86
1961-12-22,70.91
1961-12-26,71.02
1961-12-27,71.65
1961-12-28,71.69
1961-12-29,71.55
1962-01-02,70.96
1962-01-03,71.13
1962-01-04,70.64
1962-01-05,69.66
1962-01-08,69.12
1962-01-09,69.15
1962-01-10,68.96
1962-01-11,69.37
1962-01-12,69.61
1962-01-15,69.47
1962-01-16,69.07
1962-01-17,68.32
1962-01-18,68.39
1962-01-19,68.75
1962-01-22,68.81
1962-01-23,68.29
1962-01-24,68.4
1962-01-25,68.35
1962-01-26,68.13
1962-01-29,67.9
1962-01-30,68.17
1962-01-31,68.84
1962-02-01,69.26
1962-02-02,69.81
1962-02-05,69.88
1962-02-06,69.96
1962-02-07,70.42
1962-02-08,70.58
1962-02-09,70.48
1962-02-12,70.46
1962-02-13,70.45
1962-02-14,70.42
1962-02-15,70.74
1962-02-16,70.59
1962-02-19,70.41
1962-02-20,70.66
1962-02-21,70.32
1962-02-23,70.16
1962-02-26,69.76
1962-02-27,69.89
1962-02-28,69.96
1962-03-01,70.2
1962-03-02,70.16
1962-03-05,70.0
1962-03-06,69.78
1962-03-07,69.69
1962-03-08,70.19
1962-03-09,70.42
1962-03-12,70.4
1962-03-13,70.6
1962-03-14,70.91
1962-03-15,71.06
1962-03-16,70.94
1962-03-19,70.85
1962-03-20,70.66
1962-03-21,70.51
1962-03-22,70.4
1962-03-23,70.45
1962-03-26,69.89
1962-03-27,69.7
1962-03-28,70.04
1962-03-29,70.01
1962-03-30,69.55
1962-04-02,69.37
1962-04-03,68.81
1962-04-04,68.49
1962-04-05,68.91
1962-04-06,68.84
1962-04-09,68.31
1962-04-10,68.56
1962-04-11,68.41
1962-04-12,67.71
1962-04-13,67.9
1962-04-16,67.6
1962-04-17,67.9
1962-04-18,68.27
1962-04-19,68.59
1962-04-20,68.59
1962-04-23,68.53
1962-04-24,68.46
1962-04-25,67.71
1962-04-26,67.05
1962-04-27,66.3
1962-04-30,65.24
1962-05-01,65.7
1962-05-02,65.99
1962-05-03,66.53
1962-05-04,66.24
1962-05-07,66.02
1962-05-08,65.17
1962-05-09,64.26
1962-05-10,63.57
1962-05-11,62.65
1962-05-14,63.1
1962-05-15,64.29
1962-05-16,64.27
1962-05-17,63.93
1962-05-18,63.82
1962-05-21,63.59
1962-05-22,62.34
1962-05-23,61.11
1962-05-24,60.62
1962-05-25,59.47
1962-05-28,55.5
1962-05-29,58.08
1962-05-31,59.63
1962-06-01,59.38
1962-06-04,57.27
1962-06-05,57.57
1962-06-06,58.39
1962-06-07,58.4
1962-06-08,58.45
1962-06-11,57.82
1962-06-12,56.34
1962-06-13,55.5
1962-06-14,54.33
1962-06-15,55.89
1962-06-18,55.74
1962-06-19,55.54
1962-06-20,54.78
1962-06-21,53.59
1962-06-22,52.68
1962-06-25,52.45
1962-06-26,52.32
1962-06-27,52.6
1962-06-28,54.41
1962-06-29,54.75
1962-07-02,55.86
1962-07-03,56.49
1962-07-05,56.81
1962-07-06,56.17
1962-07-09,56.55
1962-07-10,57.2
1962-07-11,57.73
1962-07-12,58.03
1962-07-13,57.83
1962-07-16,57.83
1962-07-17,56.78
1962-07-18,56.2
1962-07-19,56.42
1962-07-20,56.81
1962-07-23,56.8
1962-07-24,56.36
1962-07-25,56.46
1962-07-26,56.77
1962-07-27,57.2
1962-07-30,57.83
1962-07-31,58.23
1962-08-01,57.75
1962-08-02,57.98
1962-08-03,58.12
1962-08-06,57.75
1962-08-07,57.36
1962-08-08,57.51
1962-08-09,57.47
1962-08-10,57.55
1962-08-13,57.63
1962-08-14,58.25
1962-08-15,58.66
1962-08-16,58.64
1962-08-17,59.01
1962-08-20,59.37
1962-08-21,59.12
1962-08-22,59.78
1962-08-23,59.7
1962-08-24,59.58
1962-08-27,59.55
1962-08-28,58.79
1962-08-29,58.66
1962-08-30,58.68
1962-08-31,59.12
1962-09-04,58.56
1962-09-05,58.12
1962-09-06,58.36
1962-09-07,58.38
1962-09-10,58.45
1962-09-11,58.59
1962-09-12,58.84
1962-09-13,58.7
1962-09-14,58.89
1962-09-17,59.08
1962-09-18,59.03
1962-09-19,58.95
1962-09-20,58.54
1962-09-21,57.69
1962-09-24,56.63
1962-09-25,56.96
1962-09-26,56.15
1962-09-27,55.77
1962-09-28,56.27
1962-10-01,55.49
1962-10-02,56.1
1962-10-03,56.16
1962-10-04,56.7
1962-10-05,57.07
1962-10-08,57.07
1962-10-09,57.2
1962-10-10,57.24
1962-10-11,57.05
1962-10-12,56.95
1962-10-15,57.27
1962-10-16,57.08
1962-10-17,56.89
1962-10-18,56.34
1962-10-19,55.59
1962-10-22,54.96
1962-10-23,53.49
1962-10-24,55.21
1962-10-25,54.69
1962-10-26,54.54
1962-10-29,55.72
1962-10-30,56.54
1962-10-31,56.52
1962-11-01,57.12
1962-11-02,57.75
1962-11-05,58.35
1962-11-07,58.71
1962-11-08,58.32
1962-11-09,58.78
1962-11-12,59.59
1962-11-13,59.46
1962-11-14,60.16
1962-11-15,59.97
1962-11-16,60.16
1962-11-19,59.82
1962-11-20,60.45
1962-11-21,60.81
1962-11-23,61.54
1962-11-26,61.36
1962-11-27,61.73
1962-11-28,62.12
1962-11-29,62.41
1962-11-30,62.26
1962-12-03,61.94
1962-12-04,62.64
1962-12-05,62.89
1962-12-06,62.93
1962-12-07,63.06
1962-12-10,62.27
1962-12-11,62.32
1962-12-12,62.63
1962-12-13,62.42
1962-12-14,62.57
1962-12-17,62.37
1962-12-18,62.07
1962-12-19,62.58
1962-12-20,62.82
1962-12-21,62.64
1962-12-24,62.63
1962-12-26,63.02
1962-12-27,62.93
1962-12-28,62.96
1962-12-31,63.1
1963-01-02,62.69
1963-01-03,63.72
1963-01-04,64.13
1963-01-07,64.12
1963-01-08,64.74
1963-01-09,64.59
1963-01-10,64.71
1963-01-11,64.85
1963-01-14,65.2
1963-01-15,65.11
1963-01-16,64.67
1963-01-17,65.13
1963-01-18,65.18
1963-01-21,65.28
1963-01-22,65.44
1963-01-23,65.62
1963-01-24,65.75
1963-01-25,65.92
1963-01-28,66.24
1963-01-29,66.23
1963-01-30,65.85
1963-01-31,66.2
1963-02-01,66.31
1963-02-04,66.17
1963-02-05,66.11
1963-02-06,66.4
1963-02-07,66.17
1963-02-08,66.17
1963-02-11,65.76
1963-02-12,65.83
1963-02-13,66.15
1963-02-14,66.35
1963-02-15,66.41
1963-02-18,66.52
1963-02-19,66.2
1963-02-20,65.83
1963-02-21,65.92
1963-02-22,65.92
1963-02-25,65.46
1963-02-26,65.47
1963-02-27,65.01
1963-02-28,64.29
1963-03-01,64.1
1963-03-04,64.72
1963-03-05,64.74
1963-03-06,64.85
1963-03-07,65.26
1963-03-08,65.33
1963-03-11,65.51
1963-03-12,65.67
1963-03-13,65.91
1963-03-14,65.0
1963-03-15,65.93
1963-03-18,65.61
1963-03-19,65.47
1963-03-20,65.95
1963-03-21,65.85
1963-03-22,66.19
1963-03-25,66.21
1963-03-26,66.4
1963-03-27,66.68
1963-03-28,66.58
1963-03-29,66.57
1963-04-01,66.85
1963-04-02,66.84
1963-04-03,67.36
1963-04-04,67.85
1963-04-05,68.28
1963-04-08,68.52
1963-04-09,68.45
1963-04-10,68.29
1963-04-11,68.77
1963-04-12,68.77
1963-04-15,69.09
1963-04-16,69.14
1963-04-17,68.92
1963-04-18,68.89
1963-04-19,69.23
1963-04-22,69.3
1963-04-23,69.53
1963-04-24,69.72
1963-04-25,69.76
1963-04-26,69.7
1963-04-29,69.65
1963-04-30,69.8
1963-05-01,69.97
1963-05-02,70.17
1963-05-03,70.03
1963-05-06,69.53
1963-05-07,69.44
1963-05-08,70.01
1963-05-09,70.35
1963-05-10,70.52
1963-05-13,70.48
1963-05-14,70.21
1963-05-15,70.43
1963-05-16,70.25
1963-05-17,70.29
1963-05-20,69.96
1963-05-21,70.14
1963-05-22,70.14
1963-05-23,70.1
1963-05-24,70.02
1963-05-27,69.87
1963-05-28,70.01
1963-05-29,70.33
1963-05-31,70.8
1963-06-03,70.69
1963-06-04,70.7
1963-06-05,70.53
1963-06-06,70.58
1963-06-07,70.41
1963-06-10,69.94
1963-06-11,70.03
1963-06-12,70.41
1963-06-13,70.23
1963-06-14,70.25
1963-06-17,69.94
1963-06-18,70.02
1963-06-19,70.09
1963-06-20,70.01
1963-06-21,70.25
1963-06-24,70.2
1963-06-25,70.04
1963-06-26,69.41
1963-06-27,69.07
1963-06-28,69.37
1963-07-01,68.86
1963-07-02,69.46
1963-07-03,69.94
1963-07-05,70.22
1963-07-08,69.74
1963-07-09,70.04
1963-07-10,69.89
1963-07-11,69.76
1963-07-12,69.64
1963-07-15,69.2
1963-07-16,69.14
1963-07-17,68.93
1963-07-18,68.49
1963-07-19,68.35
1963-07-22,67.9
1963-07-23,67.91
1963-07-24,68.28
1963-07-25,68.26
1963-07-26,68.54
1963-07-29,68.67
1963-07-30,69.24
1963-07-31,69.13
1963-08-01,69.07
1963-08-02,69.3
1963-08-05,69.71
1963-08-06,70.17
1963-08-07,69.96
1963-08-08,70.02
1963-08-09,70.48
1963-08-12,70.59
1963-08-13,70.79
1963-08-14,71.07
1963-08-15,71.38
1963-08-16,71.49
1963-08-19,71.44
1963-08-20,71.38
1963-08-21,71.29
1963-08-22,71.54
1963-08-23,71.76
1963-08-26,71.91
1963-08-27,71.52
1963-08-28,72.04
1963-08-29,72.16
1963-08-30,72.5
1963-09-03,72.66
1963-09-04,72.64
1963-09-05,73.0
1963-09-06,72.64
1963-09-09,72.58
1963-09-10,72.99
1963-09-11,73.2
1963-09-12,73.15
1963-09-13,73.17
1963-09-16,73.07
1963-09-17,73.12
1963-09-18,72.8
1963-09-19,73.22
1963-09-20,73.3
1963-09-23,72.96
1963-09-24,73.3
1963-09-25,72.89
1963-09-26,72.27
1963-09-27,72.13
1963-09-30,71.7
1963-10-01,72.22
1963-10-02,72.3
1963-10-03,72.83
1963-10-04,72.85
1963-10-07,72.7
1963-10-08,72.6
1963-10-09,72.18
1963-10-10,72.2
1963-10-11,72.27
1963-10-14,72.3
1963-10-15,72.4
1963-10-16,72.97
1963-10-17,73.26
1963-10-18,73.32
1963-10-21,73.38
1963-10-22,72.96
1963-10-23,73.0
1963-10-24,73.28
1963-10-25,74.01
1963-10-28,74.48
1963-10-29,74.46
1963-10-30,73.8
1963-10-31,74.01
1963-11-01,73.83
1963-11-04,73.45
1963-11-06,72.81
1963-11-07,73.06
1963-11-08,73.36
1963-11-11,73.52
1963-11-12,73.23
1963-11-13,73.29
1963-11-14,72.95
1963-11-15,72.35
1963-11-18,71.83
1963-11-19,71.9
1963-11-20,72.56
1963-11-21,71.62
1963-11-22,69.61
1963-11-26,72.38
1963-11-27,72.25
1963-11-29,73.23
1963-12-02,73.66
1963-12-03,73.62
1963-12-04,73.8
1963-12-05,74.28
1963-12-06,74.0
1963-12-09,73.96
1963-12-10,73.99
1963-12-11,73.9
1963-12-12,73.91
1963-12-13,74.06
1963-12-16,74.3
1963-12-17,74.74
1963-12-18,74.63
1963-12-19,74.4
1963-12-20,74.28
1963-12-23,73.81
1963-12-24,73.97
1963-12-26,74.32
1963-12-27,74.44
1963-12-30,74.56
1963-12-31,75.02
1964-01-02,75.43
1964-01-03,75.5
1964-01-06,75.67
1964-01-07,75.69
1964-01-08,76.0
1964-01-09,76.28
1964-01-10,76.24
1964-01-13,76.22
1964-01-14,76.36
1964-01-15,76.64
1964-01-16,76.55
1964-01-17,76.56
1964-01-20,76.41
1964-01-21,76.62
1964-01-22,77.03
1964-01-23,77.09
1964-01-24,77.11
1964-01-27,77.08
1964-01-28,77.1
1964-01-29,76.63
1964-01-30,76.7
1964-01-31,77.04
1964-02-03,76.97
1964-02-04,78.88
1964-02-05,76.75
1964-02-06,76.93
1964-02-07,77.18
1964-02-10,77.05
1964-02-11,77.33
1964-02-12,77.57
1964-02-13,77.52
1964-02-14,77.48
1964-02-17,77.46
1964-02-18,77.47
1964-02-19,77.55
1964-02-20,77.62
1964-02-21,77.62
1964-02-24,77.68
1964-02-25,77.68
1964-02-26,77.87
1964-02-27,77.62
1964-02-28,77.8
1964-03-02,77.97
1964-03-03,78.22
1964-03-04,78.07
1964-03-05,78.06
1964-03-06,78.31
1964-03-09,78.33
1964-03-10,78.59
1964-03-11,78.95
1964-03-12,79.08
1964-03-13,79.14
1964-03-16,79.14
1964-03-17,79.32
1964-03-18,79.38
1964-03-19,79.3
1964-03-20,78.92
1964-03-23,78.93
1964-03-24,78.79
1964-03-25,78.97
1964-03-26,79.19
1964-03-27,79.19
1964-03-30,79.14
1964-03-31,78.98
1964-04-01,79.24
1964-04-02,79.7
1964-04-03,79.94
1964-04-06,80.02
1964-04-07,79.74
1964-04-08,79.75
1964-04-09,79.7
1964-04-10,79.85
1964-04-13,79.77
1964-04-14,79.99
1964-04-15,80.09
1964-04-16,80.2
1964-04-17,80.55
1964-04-20,80.5
1964-04-21,80.54
1964-04-22,80.49
1964-04-23,80.38
1964-04-24,79.75
1964-04-27,79.35
1964-04-28,79.9
1964-04-29,79.7
1964-04-30,79.46
1964-05-01,80.17
1964-05-04,80.47
1964-05-05,80.88
1964-05-06,81.06
1964-05-07,81.15
1964-05-08,81.0
1964-05-11,80.9
1964-05-12,81.16
1964-05-13,80.97
1964-05-14,80.86
1964-05-15,81.1
1964-05-18,80.72
1964-05-19,80.3
1964-05-20,80.66
1964-05-21,80.7
1964-05-22,80.73
1964-05-25,80.56
1964-05-26,80.39
1964-05-27,80.26
1964-05-28,80.37
1964-05-29,80.37
1964-06-01,80.11
1964-06-02,79.7
1964-06-03,79.49
1964-06-04,78.67
1964-06-05,79.02
1964-06-08,78.64
1964-06-09,79.14
1964-06-10,79.44
1964-06-11,79.73
1964-06-12,79.76
1964-06-15,79.97
1964-06-16,80.4
1964-06-17,80.81
1964-06-18,80.79
1964-06-19,80.89
1964-06-22,81.11
1964-06-23,80.77
1964-06-24,81.06
1964-06-25,81.21
1964-06-26,81.46
1964-06-29,81.64
1964-06-30,81.69
1964-07-01,82.27
1964-07-02,82.6
1964-07-03,82.6
1964-07-06,82.98
1964-07-07,83.12
1964-07-08,83.12
1964-07-09,83.22
1964-07-10,83.36
1964-07-13,83.31
1964-07-14,83.06
1964-07-15,83.34
1964-07-16,83.64
1964-07-17,84.01
1964-07-20,83.74
1964-07-21,83.54
1964-07-22,83.52
1964-07-23,83.48
1964-07-24,83.46
1964-07-27,83.08
1964-07-28,82.85
1964-07-29,82.92
1964-07-30,83.09
1964-07-31,83.18
1964-08-03,83.0
1964-08-04,81.96
1964-08-05,82.09
1964-08-06,81.34
1964-08-07,81.86
1964-08-10,81.78
1964-08-11,81.76
1964-08-12,82.17
1964-08-13,82.41
1964-08-14,82.35
1964-08-17,82.36
1964-08-18,82.4
1964-08-19,82.32
1964-08-20,81.94
1964-08-21,82.07
1964-08-24,81.91
1964-08-25,81.44
1964-08-26,81.32
1964-08-27,81.7
1964-08-28,81.99
1964-08-31,81.83
1964-09-01,82.18
1964-09-02,82.31
1964-09-03,82.56
1964-09-04,82.76
1964-09-08,82.87
1964-09-09,83.05
1964-09-10,83.1
1964-09-11,83.45
1964-09-14,83.22
1964-09-15,83.0
1964-09-16,83.24
1964-09-17,83.79
1964-09-18,83.48
1964-09-21,83.86
1964-09-22,83.89
1964-09-23,83.91
1964-09-24,84.0
1964-09-25,84.21
1964-09-28,84.28
1964-09-29,84.24
1964-09-30,84.18
1964-10-01,84.08
1964-10-02,84.36
1964-10-05,84.74
1964-10-06,84.79
1964-10-07,84.8
1964-10-08,85.04
1964-10-09,85.22
1964-10-12,85.24
1964-10-13,84.96
1964-10-14,84.79
1964-10-15,84.25
1964-10-16,84.83
1964-10-19,84.93
1964-10-20,85.18
1964-10-21,85.1
1964-10-22,84.94
1964-10-23,85.14
1964-10-26,85.0
1964-10-27,85.0
1964-10-28,84.69
1964-10-29,84.73
1964-10-30,84.86
1964-11-02,85.18
1964-11-04,85.14
1964-11-05,85.16
1964-11-06,85.23
1964-11-09,85.19
1964-11-10,84.84
1964-11-11,85.08
1964-11-12,85.19
1964-11-13,85.21
1964-11-16,85.65
1964-11-17,86.03
1964-11-18,86.22
1964-11-19,86.18
1964-11-20,86.28
1964-11-23,86.0
1964-11-24,85.73
1964-11-25,85.44
1964-11-27,85.16
1964-11-30,84.42
1964-12-01,83.55
1964-12-02,83.79
1964-12-03,84.18
1964-12-04,84.35
1964-12-07,84.33
1964-12-08,84.0
1964-12-09,83.46
1964-12-10,83.45
1964-12-11,83.66
1964-12-14,83.45
1964-12-15,83.22
1964-12-16,83.55
1964-12-17,83.9
1964-12-18,84.29
1964-12-21,84.38
1964-12-22,84.33
1964-12-23,84.15
1964-12-24,84.15
1964-12-25,84.15
1964-12-28,84.07
1964-12-29,83.81
1964-12-30,84.3
1964-12-31,84.75
1965-01-01,84.75
1965-01-04,84.23
1965-01-05,84.63
1965-01-06,84.89
1965-01-07,85.26
1965-01-08,85.37
1965-01-11,85.4
1965-01-12,85.61
1965-01-13,85.84
1965-01-14,85.84
1965-01-15,86.21
1965-01-18,86.49
1965-01-19,86.63
1965-01-20,86.6
1965-01-21,86.52
1965-01-22,86.74
1965-01-25,86.86
1965-01-26,86.94
1965-01-27,87.23
1965-01-28,87.48
1965-01-29,87.56
1965-02-01,87.58
1965-02-02,87.55
1965-02-03,87.63
1965-02-04,87.57
1965-02-05,87.29
1965-02-08,86.95
1965-02-09,87.24
1965-02-10,86.46
1965-02-11,85.54
1965-02-12,86.17
1965-02-15,86.07
1965-02-16,85.67
1965-02-17,85.77
1965-02-18,86.05
1965-02-19,86.21
1965-02-23,86.64
1965-02-24,87.17
1965-02-25,87.2
1965-02-26,87.43
1965-03-01,87.25
1965-03-02,87.4
1965-03-03,87.26
1965-03-04,86.98
1965-03-05,86.8
1965-03-08,86.83
1965-03-09,86.69
1965-03-10,86.54
1965-03-11,86.9
1965-03-12,87.21
1965-03-15,87.24
1965-03-16,87.13
1965-03-17,87.02
1965-03-18,86.81
1965-03-19,86.84
1965-03-22,86.83
1965-03-23,86.93
1965-03-24,87.09
1965-03-25,86.84
1965-03-26,86.2
1965-03-29,86.03
1965-03-30,86.2
1965-03-31,86.16
1965-04-01,86.32
1965-04-02,86.53
1965-04-05,86.53
1965-04-06,86.5
1965-04-07,86.55
1965-04-08,87.04
1965-04-09,87.56
1965-04-12,87.94
1965-04-13,88.04
1965-04-14,88.24
1965-04-15,88.15
1965-04-16,88.15
1965-04-19,88.51
1965-04-20,88.46
1965-04-21,88.3
1965-04-22,88.78
1965-04-23,88.88
1965-04-26,88.89
1965-04-27,89.04
1965-04-28,89.0
1965-04-29,88.93
1965-04-30,89.11
1965-05-03,89.23
1965-05-04,89.51
1965-05-05,89.71
1965-05-06,89.92
1965-05-07,89.85
1965-05-10,89.66
1965-05-11,89.55
1965-05-12,89.94
1965-05-13,90.27
1965-05-14,90.1
1965-05-17,89.54
1965-05-18,89.46
1965-05-19,89.67
1965-05-20,89.18
1965-05-21,88.75
1965-05-24,88.09
1965-05-25,88.6
1965-05-26,88.3
1965-05-27,87.84
1965-05-28,88.42
1965-05-31,88.42
1965-06-01,87.72
1965-06-02,87.09
1965-06-03,86.9
1965-06-04,87.11
1965-06-07,86.88
